﻿﻿restaurant_id,wine_name,producer,vintage,price,bottle_size,section,acidity,tannin,body,texture,pairing_tags,insider_note,data_source
essential by christophe,Unknown,Léoville-Las Cases,1988,900,750ml,General,8,9,9,Iron,"Venison, Foie Gras","Iconic 1988, structured perfection.",NUCLEAR_MATCH_V8
gabriel kreuther,Reims,Rare,2007,900,750ml,General,7,,9,"Opulent, creamy, patinated","Caviar, Lobster Thermidor, Foie Gras, Aged Comté","Mature prestige cuvée; honeyed brioche, nuts, long resolved mousse.",NUCLEAR_MATCH_V8
gabriel kreuther,Meursault,Coche-Dury,2018,900,750ml,General,7,,8,"creamy, chiselled, mineral","lobster, turbot, comté","Coche Meursault: textured reduction, sizzling minerality, profound mid-palate weight.",NUCLEAR_MATCH_V8
Huso,‘Genevrieres’,Francois Mikulski,2021,900,750ml,White Wine,9,1,6,Chalky,"crab, light fish","2021 cool, lean Genevrieres.",NUCLEAR_MATCH_V8
Huso,Morey-Saint-Denis,Taupenot-Merme,2022,900,750ml,Red Wine,7,6,7,"plush, ripe, polished","roast_chicken, charcuterie, mushrooms, pork_loin","Ripe, charming village Morey from a solar vintage, still retaining lift.",NUCLEAR_MATCH_V8
Huso,Margaux,Château Palmer,2014,900,750ml,Red Wine,8,9,6,Austere,"Lamb, Mushrooms","Difficult wet vintage, structured but lean.",NUCLEAR_MATCH_V8
Huso,Margaux,Château Palmer,2012,900,750ml,Red Wine,7,7,8,"supple, floral, velvety","roast_chicken, veal, morel_poultry_dishes","Elegant, perfumed Palmer; Margaux violets and silk more than sheer power.",NUCLEAR_MATCH_V8
Huso,‘Historical XIXth Century’,Château Palmer,2014,900,750ml,Red Wine,8,9,6,Firm,"Beef, Cheese","2014 challenging, high acid low body.",NUCLEAR_MATCH_V8
Huso,‘Historical XIXth Century’,Château Palmer,2016,900,750ml,Red Wine,9,9,8,Classic,"Duck, Game",Structured cool classic Bordeaux.,NUCLEAR_MATCH_V8
Huso,‘Historical XIXth Century’,Château Palmer,2020,900,750ml,Red Wine,7,8,8,Ripe,"Pork, Root Vegetables",Modern ripe St Emilion second wine.,NUCLEAR_MATCH_V8
jua,Brut “Cristal”,LOUIS ROEDERER,2014,900,750ml,Sparkling,9,1,7,"pure, linear, crystalline","oysters, caviar, sea_urchin","Cristal 2014; filigreed structure, cool vintage tension, ageworthy.",NUCLEAR_MATCH_V8
jua,Bourgogne Blanc,COCHE-DURY,2018,900,750ml,White,7,,6,"taut, lightly creamy, leesy","oysters, tartare, goat_cheese",Precision Bourgogne showing Coche tension without full Meursault weight.,NUCLEAR_MATCH_V8
53,Brut 'Cristal',Louis Roederer,2014,895,750ml,Champagne & Sparkling Wines,8,1,6,Chalky,"Sushi, Light Appetizers",Cristal's precise wet vintage.,NUCLEAR_MATCH_V8
cote,Serradenari,Giulia Negri,2020,895,3L,Italian Red Wine,8,8,7,"Balanced, elegant","mushroom pasta, roast pork","2020 Barolo: poised, harmonious profile.",NUCLEAR_MATCH_V8
frevo,IGT Venezia-Giulia Ribolla Gialla,Gravner,2010,895,MAGNUM,White Wines,7,7,8,"amber, resinous, deeply structured","game_bird, parmigiano","Mature amphora Ribolla; tea, dried citrus, walnut, imposing grip.",NUCLEAR_MATCH_V8
frevo,Echezeaux Grand Cru,Coudray-Bizot,2001,895,750ml,Red Wines,7,8,8,"Mature, tertiary","roast squab, mature cheese",2001 Echezeaux: evolved finesse now.,NUCLEAR_MATCH_V8
gabriel kreuther,Unknown,Antica Terra,2008,895,750ml,General,8,6,7,"resolved, autumnal","roast poultry, pork, soft cheese","Beautifully evolved Oregon Pinot: sous‑bois, tea and fading rose petals.",NUCLEAR_MATCH_V8
gabriel kreuther,Aux Murgers,Sylvain Cathiard,2013,895,750ml,General,7,8,8,"velvety, concentrated, Vosne spice and suavity","venison, duck, truffle, aged Gouda","Cathaird’s Murgers is all seduction: spice, velvet tannin, serious length.",NUCLEAR_MATCH_V8
Huso,Amarone Della Valpolicella,Dal Forno Romano,2008,895,750ml,Red Wine,6,9,10,"dense, glycerol, almost port-like extraction","blue_cheese, dark_chocolate_dessert","Dal Forno 2008: monumental Amarone; black cherry, cocoa, monstrous structure.",NUCLEAR_MATCH_V8
Huso,Amarone Della Valpolicella,Dal Forno Romano,2009,895,750ml,Red Wine,7,10,10,"massive, glycerol, tightly woven","dry_aged_steak, game, blue_cheese, dark_chocolate_dessert",Cathedral‑scale Amarone; decant hours ahead or offer as meditation wine.,NUCLEAR_MATCH_V8
53,Chablis Grand Cru 'Les Preuses',Billaud-Simon,2021,890,Large Format,Large Formats,9,1,6,"linear, saline, finely_oily","oysters, shellfish, white_fish, goat_cheese, tartare","2021 Grand Cru; classic cool‑vintage Preuses, oyster‑shell and citrus peel.",NUCLEAR_MATCH_V8
cote,Maya,Dalla Valle,2020,890,750ml,USA Red Wine,8,9,9,Opulent,"Ribeye, Game","Maya 2020: intense, layered, Bordeaux blend.",NUCLEAR_MATCH_V8
cote,Sauternes,Château d'Yquem,2015,890,750ml,Sweet & Fortified Wine,7,2,9,"unctuous, glossy, enveloping","foie gras, blue cheese",Solar 2015: exotically ripe yet balanced by barrique spice.,NUCLEAR_MATCH_V8
frevo,Hermitage,Jean-Louis Chave,2021,890,750ml,White Wines,8,8,8,"architectural, stone-driven, coiled power","dry-aged_beef, roast_lamb",2021 Hermitage: cool-year precision over Chave’s usual breadth and gravitas.,NUCLEAR_MATCH_V8
frevo,Gevrey-Chambertin 1er Cru Lavaux-Saint-Jacques,Claude Dugat,2018,888,750ml,Red Wines,8,9,9,"Powerful, grippy","braised beef, dark chocolate",Lavaux St Jacques 2018: intense structure.,NUCLEAR_MATCH_V8
Huso,1er Cru Lavaux St. Jacques,Denis Mortet,2022,885,750ml,Red Wine,8,8,8,ripe dense,"steak, lamb",Mortet ripe with vivid fruit.,NUCLEAR_MATCH_V8
53,Daiginjo 'Brewery Year - Library Release',Kikuhime,NV,880,720ml,Sake By The Bottle,7,1,7,Velvety,"kaiseki, aged cheese","Library aged depth, umami elegance.",NUCLEAR_MATCH_V8
cote,Kronos Vineyard,Corison,1996,880,750ml,USA Red Wine,7,9,9,mature,"roast beef, walnuts","1996 classic, evolved complexity.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Ruchottes-Chambertin Grand Cru,Henri Magnien,2022,875,750ml,Red Burgundy,8,7,8,"Ripe, harmonious","Venison, Truffles",2022 ripeness meets Grand Cru depth.,NUCLEAR_MATCH_V8
frevo,Chateau-Grillet,Chateau-Grillet,2019,875,750ml,White Wines,7,2,8,"satiny, layered, seamless","lobster, morels, roast_volaille","Singular Condrieu; weightless richness with saline, almost Burgundian tension.",NUCLEAR_MATCH_V8
frevo,Volnay 1er Cru Santenots-du-Milieu,Domaine Comtes Lafon,1999,875,750ml,Red Wines,7,7,8,"silky, velvety, expansive","duck, poultry, truffle_dishes","Peak‑drinking Volnay Santenots; perfume, finesse, and caressing tannins.",NUCLEAR_MATCH_V8
gabriel kreuther,"""Grusse en Billat"" Jura",Jean-Francois Ganevat,2016,875,750ml,General,8,2,6,Oxidative,"Comté, Nuts","Grusse en Billat, structured cool vintage.",NUCLEAR_MATCH_V8
gabriel kreuther,"Chardonnay ""Ritchie"" Sonoma Coast",Aubert,2004,875,750ml,General,6,1,9,"Opulent, creamy, marzipan-laced","Lobster, Cream Sauces, Mushroom, Aged Gouda","Mature Ritchie: caramelized citrus, nutty complexity, powerful frame.",NUCLEAR_MATCH_V8
Huso,‘Clos de Goisses’ Extra Brut,Philipponnat,2014,875,750ml,Champagne & Sparkling,8,1,7,Mineral,"Tuna, Spicy","Wet 2014 Clos, site-driven intensity.",NUCLEAR_MATCH_V8
cote,Bolgheri,Tenuta dell'Ornellaia,2001,870,750ml,Italian Red Wine,7,8,9,Evolved,"roast duck, mature cheese","Mature 2001 legend, tertiary notes.",NUCLEAR_MATCH_V8
cote,"Brunello di Montalcino, Riserva",Poggio di Sotto,2018,870,750ml,Italian Red Wine,8,9,9,"sappy, layered, ultra-fine","venison, roast_lamb","Monumental, coiled Riserva; great cellaring candidate, needs large stems.",NUCLEAR_MATCH_V8
cote,Beluga Hybrid Caviar,,NV,870,750ml,Jewels of the Sea,8,1,4,Creamy,NV Champagne,Beluga's fat cut by high-acid sparkler.,NUCLEAR_MATCH_V8
gabriel kreuther,La Mouline,E. Guigal,2017,870,750ml,General,7,7,8,"opulent, velvety, expansive","wagyu, truffle_dishes",La Mouline 2017: lush yet balanced; archetypal luxury Syrah.,NUCLEAR_MATCH_V8
cote,Cannubi Boschis,Luciano Sandrone,2007,865,1.5L,Italian Red Wine,7,9,9,"Rich, opulent",,2007 Sandrone: bold Cannubi Boschis.,NUCLEAR_MATCH_V8
Huso,‘Cristal’ Brut,Louis Roederer,2015,865,750ml,Champagne & Sparkling,8,2,9,Chalky,"Caviar, Sashimi","Solar ripeness, precise freshness, floral elegance.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Unknown,Eisele Vineyard,2014,862,750ml,Napa Valley Cabernet & Blends,8,8,7,lean structured,"herb-crusted rack, goat cheese","Challenging 2014: lighter body, bright acid lift.",NUCLEAR_MATCH_V8
cote,La Muria,Bodegas y Viñedos Viariz,2021,859,750ml,Spanish Red Wine,7,6,6,"fresh, floral, supple","cured meats, semi-soft cheeses, light grilled meats",2021 La Muria tilts cooler and redder-fruited with fine chalky grip.,NUCLEAR_MATCH_V8
cote,La Muria,Bodegas y Viñedos Viariz,2020,859,750ml,Spanish Red Wine,7,7,7,"ripe, polished, modern","roast lamb, BBQ ribs, hearty stews",Solar 2020; darker fruit and broader palate yet retains regional freshness.,NUCLEAR_MATCH_V8
cote,Sauternes,Château d'Yquem,2005,855,750ml,Sweet & Fortified Wine,8,2,9,"opulent, waxy, botrytised","foie_gras, roquefort, pâté","Mature Yquem; saffron, crème brûlée, endless finish.",NUCLEAR_MATCH_V8
frevo,Gevrey-Chambertin 1er Cru Petite Chapelle,Dugat-Py,2019,855,750ml,Red Wines,8,8,8,"Dense, harmonious","oxtail, potato gratin","Petite Chapelle 2019: ripe, structured.",NUCLEAR_MATCH_V8
frevo,Cornas Chaillot,Thierry Allemand,2018,855,750ml,Red Wines,7,8,8,"structured, layered, velvety power","braised lamb, osso buco, game",Solar but balanced Cornas; entering a lovely early plateau.,NUCLEAR_MATCH_V8
4 Charles Prime Rib,Unknown,Dunn,1990,850,750ml,Napa Valley Cabernet & Blends,8,10,9,Austere,"Wild Boar, Charcuterie",Dunn 1990: Mountain tannin classic.,NUCLEAR_MATCH_V8
4 Charles Prime Rib,La Joie,Vérité,2018,850,750ml,Napa Valley Cabernet & Blends,7,8,8,Ripe,"Beef, Dessert","La Joie plushness, recent solar ripeness.",NUCLEAR_MATCH_V8
atoboy,"Grande Cuvée, 161ème Édition, Brut",Krug,NV,850,750ml,Sparkling,8,2,8,"deep, creamy, seamless","caviar, lobster, roast-poultry, tasting-menu",161ème Grande Cuvée: archetypal Krug complexity and gastronomic range.,NUCLEAR_MATCH_V8
cote,"Grenache, Eleven Confessions",Sine Qua Non,2019,850,750ml,USA Red Wine,7,7,9,"opulent, seamless, plush","lamb, venison, fine_dining, hard_cheese",Iconic SQN Grenache; massively layered yet surprisingly poised.,NUCLEAR_MATCH_V8
cote,Estate,Dominus,2007,850,750ml,USA Red Wine,8,9,8,Youthful,"Steak Au Poivre, Blue Cheese","2007 Dominus: structured, long-lived.",NUCLEAR_MATCH_V8
frevo,Meursault A Mon Plaisir Clos du Haut Tesson,Jean-Marc Roulot,2022,850,750ml,White Wines,8,1,7,Electric,"Pheasant, Wild Mushrooms","Roulot Meursault, ripe and electric.",NUCLEAR_MATCH_V8
gabriel kreuther,"Chardonnay ""Ritchie"" Sonoma Coast",Aubert,2001,850,750ml,General,6,1,9,"Rich, oily, nutty, fully evolved","Foie Gras, Shellfish Rich, Aged Cheese, Truffle","Old-vine Ritchie at peak maturity; deep, honeyed, contemplative.",NUCLEAR_MATCH_V8
Huso,Saint-Émilion,Château Figeac,2014,850,750ml,Red Wine,7,7,7,"sleek, graphite, refined","lamb, beef, venison, hard_cheese, truffle_dishes",Cool-vintage Figeac—Cabernet drive with great lift and detail.,NUCLEAR_MATCH_V8
Huso,1er Cru ‘Le Forge de Tart’,Clos de Tart,2021,850,750ml,Red Wine,9,7,7,"taut, filigreed, chalky tannins","duck, squab, porcini, veal","Serious, vertically built Morey; Clos de Tart precision in a classic year.",NUCLEAR_MATCH_V8
Huso,‘L’Ermite’,M. Chapoutier,2008,850,750ml,Red Wine,6,9,9,"dense, cedary, resolved","dry_aged_steak, game, blue_cheese","Mature Ermite; tertiary leather, cigar box and lingering black fruit core.",NUCLEAR_MATCH_V8
Huso,Saumur-Champigny ‘Les Poyeux’,Clos Rougeard,2018,850,750ml,Red Wine,7,7,7,"suave, mineral, precise","duck, pork, charcuterie","Poyeux shows limestone purity; red fruit, tobacco leaf, very fine tannins.",NUCLEAR_MATCH_V8
Huso,‘Adiona’ Willamette Valley,Antica Terra,2022,850,750ml,Red Wine,8,6,7,"satiny, layered, mineral","Roast chicken, Seared tuna, Herbed pork",Adiona 2022 brings solar ripeness over that signature Antica Terra tension.,NUCLEAR_MATCH_V8
joo ok,Clos Vougeot Grand Cru,Domaine Meo Camuzet,2021,850,750ml,Red Wine,9,9,8,Taut,"Ribeye, Earthy Dishes","2021 Clos Vougeot: cool, profound structure.",NUCLEAR_MATCH_V8
jungsik,“Les Pierrieres” Blanc de Blancs Extra Brut,Ulysse Collin,2018,850,750ml,General,8,1,8,"dense, chalk-saturated, layered","lobster, rich_fish, poultry_with_cream",Pierrières marries ripeness and laser-cut chalk; contemplative Champagne.,NUCLEAR_MATCH_V8
frevo,Gevrey-Chambertin 1er Cru Fonteny Vieilles Vignes,Dugat-Py,2019,849,750ml,Red Wines,8,8,8,"Concentrated, fine","filet mignon, black truffle","2019 Fonteny: solar fruit, old vines grip.",NUCLEAR_MATCH_V8
cote,Red Rock Terrace,Diamond Creek,2006,845,750ml,U.S.A. RED WINE,7,8,8,gravelly mineral,"venison, blackberry sauce","Iconic Diamond Creek, earthy terrace.",NUCLEAR_MATCH_V8
frevo,Nuits-Saint-Georges 1er Cru Vieilles Vignes,Prieure Roch,2022,845,750ml,Red Wines,8,7,8,"Ripe, balanced","game hen, smoked meats",2022 NSG Vieilles Vignes: ripe depth.,NUCLEAR_MATCH_V8
4 Charles Prime Rib,Estate Red,Dominus,2016,840,750ml,Napa Valley Cabernet & Blends,9,9,8,Structured,"Lamb, Aged Beef","Piedmont/Bordeaux-like structure, classic cool vintage.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Estate Red,Dominus,2017,840,750ml,Napa Valley Cabernet & Blends,8,8,9,Velvety,"Steak, Roast","Balanced Napa Cab, ripe and harmonious.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Le Desir,Vérité,2013,840,750ml,Napa Valley Cabernet & Blends,8,9,8,Dense,"Game, Blue Cheese","Le Desir power, cool-site grip.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Le Desir,Vérité,2014,840,750ml,Napa Valley Cabernet & Blends,8,8,6,Firm,"Venison, Pepper Steak","Challenging vintage, structured Desir.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Le Desir,Vérité,2015,840,750ml,Napa Valley Cabernet & Blends,8,9,9,Lush,"Ribeye, Dark Chocolate","Warm vintage body, seductive tannins.",NUCLEAR_MATCH_V8
gabriel kreuther,Volnay Premier Cru,Michel Lafarge,2021,840,750ml,General,9,6,6,"ethereal, lace-like, saline","roast chicken, veal, chanterelles","Classic Lafarge 2021; high-toned, tactile tannins, haunting perfume.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,La Muse,Vérité,2013,833,750ml,Napa Valley Cabernet & Blends,8,8,7,Balanced,"Pheasant, Stew","Bordeaux blend poise, Sonoma finesse.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,La Muse,Vérité,2014,833,750ml,Napa Valley Cabernet & Blends,8,8,6,Taut,"Quail, Root Veggies","Difficult vintage, lean and precise.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,La Muse,Vérité,2015,833,750ml,Napa Valley Cabernet & Blends,8,8,6,Linear,"Pork, Salad","Wet year structure, bright La Muse.",NUCLEAR_MATCH_V8
53,Extra Brut Grand Cru 'Aÿ',Bérêche & Fils,2017,833,750ml,Champagne & Sparkling Wines,8,2,7,"vinous, structured, spicy","beef_tartare, duck, hard_cheese, charcuterie",Aÿ Pinot intensity; almost still-wine grip and depth.,NUCLEAR_MATCH_V8
53,Barolo 'Monprivato',Giuseppe Mascarello,2019,833,750ml,Red Wines,8,9,8,Elegant,"roast duck, risotto","2019 Monprivato: poised, aromatic finesse.",NUCLEAR_MATCH_V8
53,Vigneti delle Dolomiti Rosso 'Granato',Foradori,2016,833,Large Format,Large Formats,7,7,7,Juicy,"Pasta, Mushrooms","Piedmont 2016 Teroldego, structured.",NUCLEAR_MATCH_V8
frevo,Châteauneuf-du-Pape Réserve des Célestins,Henri Bonneau,2015,833,750ml,Red Wines,6,7,9,"massive, glycerol, enveloping","wagyu, slow-braised beef, venison","Solar Celestins; monumental, hedonistic, still youthful.",NUCLEAR_MATCH_V8
cote,Estate,Dominus,2013,830,750ml,USA Red Wine,8,9,7,Austere,"Lamb, Pepper Steak","2013 Dominus: leaner, grippy tannins.",NUCLEAR_MATCH_V8
essential by christophe,Hermitage,Jean-Louis Chave,2021,830,750ml,General,8,8,8,"architectural, stone-driven, coiled power","dry-aged_beef, roast_lamb",2021 Hermitage: cool-year precision over Chave’s usual breadth and gravitas.,NUCLEAR_MATCH_V8
joo ok,Chateau Ducru-Beaucaillou,Chateau Ducru-Beaucaillou,1988,830,750ml,Red Wine,7,8,8,Mature,"Roast, Mushrooms","1988 mature: softened, tertiary notes.",NUCLEAR_MATCH_V8
joo ok,Solaia,Marchesi Antinori,2001,830,750ml,Red Wine,7,9,9,"dense, polished","Bistecca Fiorentina, dry-aged ribeye, hard cheeses","Mature Super Tuscan, dark cassis, tobacco, cedar-driven finish.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Les Vireuils,Domaine Roulot,2021,825,750ml,White Burgundy,9,1,7,Electric,"Fish, Oysters, Salads",Roulot precision; high-altitude site yielding a wine of laser-like focus and citrus zest.,NUCLEAR_MATCH_V8
4 Charles Prime Rib,"Bressandes, Corton Grand Cru",Chandon de Briailles,2013,825,750ml,Red Burgundy,7,8,8,"compact, chalky, serious","beef, venison, lamb, truffle",Bressandes 2013: taut Grand Cru with savory detail and persistent finish.,NUCLEAR_MATCH_V8
4 Charles Prime Rib,Howell Mountain,Lokoya,2004,825,750ml,Napa Valley Cabernet & Blends,7,9,9,Dense,"Game, Mushrooms","Mature Howell Mountain power, evolved.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Diamond Mountain,Lokoya,2005,825,750ml,Napa Valley Cabernet & Blends,7,8,9,Mineral,"Venison, Truffles","Diamond Mtn elegance, aged gracefully.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Howell Mountain,Lokoya,2005,825,750ml,Napa Valley Cabernet & Blends,7,9,9,Firm,"Ribeye, Cassoulet","Howell intensity, long-lived classic.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Volcanic Hill,Diamond Creek Vineyards,2004,825,750ml,Napa Valley Cabernet & Blends,7,9,9,Volcanic,"Beef, Earthy Dishes","Mature Volcanic Hill, earthy depth.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,“Monte Bello”,Ridge,2005,825,750ml,Sonoma / Santa Cruz / Washington State,8,9,9,Chalky,"Ribeye, Dark Chocolate","Big, structured 2005 with clove and tobacco.",NUCLEAR_MATCH_V8
cote,Granbussia,Aldo Conterno,2000,825,750ml,Italian Red Wine,8,8,8,"resolved, velvety, profound","important_occasions, truffle_menu, aged_cheese","Mature Granbussia: seamless, savory, endless nuance and length.",NUCLEAR_MATCH_V8
frevo,Hermitage,Jean-Louis Chave,2017,825,750ml,White Wines,7,8,8,"firm, muscular, tightly knit","lamb, game, charcoal_grill","Classic, still coiled Hermitage; dark fruit, smoked meat, granitic grip.",NUCLEAR_MATCH_V8
frevo,Châteauneuf-du-Pape Pignan,Château Rayas,2012,825,750ml,Red Wines,7,6,7,"silky, haunting, weightless","roast chicken, duck, truffle dishes","Pignan at sweet maturity; red-fruited, almost Burgundian.",NUCLEAR_MATCH_V8
gabriel kreuther,Unknown,Bond,2000,825,750ml,General,7,8,8,Integrated,"Steak, Truffles","Millennium Bond, harmonious depth.",NUCLEAR_MATCH_V8
jua,Puligny-Montrachet 1er Cru “Clavoillon”,DOMAINE LEFLAIVE,2019,825,750ml,White,8,1,8,Silky,"Poultry, Shellfish","2019 Leflaive, poised elegance.",NUCLEAR_MATCH_V8
cote,Napa Valley,Dunn Vineyards,1987,820,1.5L,USA Red Wine,7,7,8,Silky,"Filet Mignon, Truffled Dishes","1987 Dunn Napa: legendary, tertiary charm.",NUCLEAR_MATCH_V8
joo ok,Blanc de Blancs Les Nogers Millesime,Dhondt-Grellet,2012,820,750ml,Champagne & Sparkling,8,2,7,"chiselled, chalky, vinous","oysters, scallops, tempura, fresh_cheese","Grower Blanc de Blancs; citrus zest, hazelnut and driving minerality.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Hillside Select,Shafer,2015,815,750ml,Napa Valley Cabernet & Blends,8,9,9,Opulent,"Prime Rib, Cheese","Solar vintage richness, Hillside power.",NUCLEAR_MATCH_V8
babbo,Unknown,Fèlsina,1990,815,750ml,General,6,7,8,Evolved,"Pheasant, Figs","Very mature, soft and complex.",NUCLEAR_MATCH_V8
cote,Hirsch Vineyard,Littorai,2012,815,1.5L,USA Red Wine,7,7,8,Evolved,"cheese, mushrooms","Mature Hirsch, complex secondary.",NUCLEAR_MATCH_V8
jungsik,Unknown,López de Heredia,1981,815,750ml,General,9,8,7,Oxidative,"Mature cheeses, Nut roast","Tondonia time capsule, ethereal.",NUCLEAR_MATCH_V8
cote,Château Canon,Château Canon,2005,810,1.5L,French Red Wine,8,9,9,Dense,"Roast Beef, Truffles","Canon 2005: Concentrated, harmonious peak.",NUCLEAR_MATCH_V8
atoboy,Brut,Krug,2004,800,750ml,Sparkling,8,2,8,"powerful, creamy","lobster, veal, truffle-pasta, hard-cheese","Solar, expansive 2004; ideal for richer main-course pairings.",NUCLEAR_MATCH_V8
atoboy,Brut,Dom Pérignon,2008,800,750ml,Sparkling,8,1,8,Electric,"Foie Gras, Truffles","Mature complexity, oxidative finesse.",NUCLEAR_MATCH_V8
atomix,Unknown,Château Cos d’Estournel,2010,800,750ml,General,9,9,9,Monumental,"Beef, Casseroles","St-Estèphe titan, endless potential.",NUCLEAR_MATCH_V8
babbo,"I Grande pinot bianco, chardonnay, sauvignon blanc",Cantina Terlano,2020,800,750ml,General,8,1,7,"creamy, layered, mineral","white_meat, buttery_fish, risotto, truffle",Flagship blend; Burgundian weight with mountain cut.,NUCLEAR_MATCH_V8
